datetime,pid,date,segment,incoming_count,incoming_countmostfrequentcontact,incoming_distinctcontacts,incoming_meanduration,incoming_sumduration,missed_count,missed_distinctcontacts,outgoing_count,outgoing_countmostfrequentcontact,outgoing_distinctcontacts,outgoing_meanduration,outgoing_sumduration
2021-04-30 23:59:59,INS-W_1027,2021-04-30,night,0.55,0.0,0.55,2818.75332,2818.75332,0.0,0.0,0.44999999999999996,0.0,0.44999999999999996,595.0,595.0
2021-05-01 05:59:59,INS-W_1027,2021-05-01,morning,1.0,0.0,1.0,645.625,645.625,0.0,0.0,0.0,0.0,0.0,10.153846153846155,20.30769230769231
2021-05-01 11:59:59,INS-W_1027,2021-05-01,afternoon,2.0,0.0,2.0,774.0,1548.0,0.0,0.0,0.0,0.0,0.0,237.8,237.8
2021-05-01 17:59:59,INS-W_1027,2021-05-01,evening,0.0,0.0,0.0,106.75,106.75,0.0,0.0,1.0,0.0,1.0,99.0,99.0
2021-05-01 23:59:59,INS-W_1027,2021-05-01,night,0.5,0.0,0.5,2663.6148,2663.6148,0.0,0.0,0.49999999999999994,0.0,0.49999999999999994,550.7272727272727,550.7272727272727
2021-05-02 05:59:59,INS-W_1027,2021-05-02,morning,1.0,0.0,1.0,848.4999999999999,848.4999999999999,0.0,0.0,0.0,0.0,0.0,10.615384615384617,21.230769230769234
2021-05-02 11:59:59,INS-W_1027,2021-05-02,afternoon,1.0,0.0,1.0,805.0,805.0,1.0,1.0,0.0,0.0,0.0,233.0,233.0
2021-05-02 17:59:59,INS-W_1027,2021-05-02,evening,0.0,0.0,0.0,119.5,119.5,0.0,0.0,1.0,0.0,1.0,91.0,91.0
2021-05-02 23:59:59,INS-W_1027,2021-05-02,night,0.45000000000000007,0.0,0.45000000000000007,2508.47628,2508.47628,0.0,0.0,0.5499999999999999,0.0,0.5499999999999999,506.4545454545454,506.4545454545454
2021-05-03 05:59:59,INS-W_1027,2021-05-03,morning,1.0,0.0,1.0,1051.375,1051.375,0.0,0.0,0.0,0.0,0.0,11.076923076923077,22.153846153846153
2021-05-03 11:59:59,INS-W_1027,2021-05-03,afternoon,1.25,0.0,1.25,704.875,806.0,0.75,0.75,0.0,0.0,0.0,228.2,228.2
2021-05-03 17:59:59,INS-W_1027,2021-05-03,evening,0.0,0.0,0.0,132.25,132.25,0.0,0.0,1.0,0.0,1.0,119.999,119.999
2021-05-03 23:59:59,INS-W_1027,2021-05-03,night,0.4,0.0,0.4,2353.33776,2353.33776,0.0,0.0,0.6,0.0,0.6,462.18181818181813,462.18181818181813
2021-05-04 05:59:59,INS-W_1027,2021-05-04,morning,1.0,0.0,1.0,1254.25,1254.25,0.0,0.0,0.0,0.0,0.0,11.538461538461538,23.076923076923077
2021-05-04 11:59:59,INS-W_1027,2021-05-04,afternoon,1.5,0.0,1.5,604.75,807.0,0.5,0.5,0.0,0.0,0.0,223.4,223.4
2021-05-04 17:59:59,INS-W_1027,2021-05-04,evening,1.0,0.0,1.0,145.0,145.0,0.0,0.0,1.0,0.0,1.0,20.0,20.0
2021-05-04 23:59:59,INS-W_1027,2021-05-04,night,0.3500000000000001,0.0,0.3500000000000001,2198.19924,2198.19924,0.0,0.0,0.6499999999999999,0.0,0.6499999999999999,417.9090909090909,417.9090909090909
2021-05-05 05:59:59,INS-W_1027,2021-05-05,morning,1.0,0.0,1.0,1457.125,1457.125,0.0,0.0,0.0,0.0,0.0,12.0,24.0
2021-05-05 11:59:59,INS-W_1027,2021-05-05,afternoon,1.75,0.0,1.75,504.625,808.0,0.25,0.25,0.0,0.0,0.0,218.6,218.6
2021-05-05 17:59:59,INS-W_1027,2021-05-05,evening,1.0,0.0,1.0,1111.0,1111.0,0.0,0.0,2.0,0.0,2.0,122.5,245.0
2021-05-05 23:59:59,INS-W_1027,2021-05-05,night,0.30000000000000004,0.0,0.30000000000000004,2043.06072,2043.06072,0.0,0.0,0.7,0.0,0.7,373.6363636363636,373.6363636363636
2021-05-06 05:59:59,INS-W_1027,2021-05-06,morning,1.0,0.0,1.0,1660.0,1660.0,0.0,0.0,0.0,0.0,0.0,12.461538461538462,24.923076923076923
2021-05-06 11:59:59,INS-W_1027,2021-05-06,afternoon,2.0,0.0,2.0,404.5,809.0,0.0,0.0,0.0,0.0,0.0,213.8,213.8
2021-05-06 17:59:59,INS-W_1027,2021-05-06,evening,0.0,0.0,0.0,740.6666666666665,1111.0,1.0,1.0,1.0,0.0,1.0,79.0,79.0
2021-05-06 23:59:59,INS-W_1027,2021-05-06,night,0.25,0.0,0.25,1887.9222,1887.9222,0.0,0.0,0.75,0.0,0.75,329.3636363636364,329.3636363636364
2021-05-07 05:59:59,INS-W_1027,2021-05-07,morning,0.75,0.0,0.75,1508.7,1508.7,0.25,0.25,0.0,0.0,0.0,12.923076923076923,25.846153846153847
2021-05-07 11:59:59,INS-W_1027,2021-05-07,afternoon,0.0,0.0,0.0,472.75,675.0,0.0,0.0,1.0,0.0,1.0,209.0,209.0
2021-05-07 17:59:59,INS-W_1027,2021-05-07,evening,3.0,0.0,3.0,370.333333333333,1111.0,5.0,5.0,1.0,0.0,1.0,447.0,447.0
2021-05-07 23:59:59,INS-W_1027,2021-05-07,night,0.20000000000000007,0.0,0.20000000000000007,1732.78368,1732.78368,0.0,0.0,0.7999999999999999,0.0,0.7999999999999999,285.090909090909,285.090909090909
2021-05-08 05:59:59,INS-W_1027,2021-05-08,morning,0.5,0.0,0.5,1357.4,1357.4,0.5,0.5,0.0,0.0,0.0,13.384615384615385,26.76923076923077
2021-05-08 11:59:59,INS-W_1027,2021-05-08,afternoon,1.0,0.0,1.0,541.0,541.0,0.0,0.0,0.0,0.0,0.0,213.66666666666666,213.66666666666666
2021-05-08 17:59:59,INS-W_1027,2021-05-08,evening,0.0,0.0,0.0,598.7142857142854,1514.857142857143,0.0,0.0,1.0,0.0,1.0,46.0,46.0
2021-05-08 23:59:59,INS-W_1027,2021-05-08,night,0.15000000000000002,0.0,0.15000000000000002,1577.64516,1577.64516,0.0,0.0,0.85,0.0,0.85,240.81818181818176,240.81818181818176
2021-05-09 05:59:59,INS-W_1027,2021-05-09,morning,0.25,0.0,0.25,1206.1,1206.1,0.75,0.75,0.0,0.0,0.0,13.846153846153847,27.692307692307693
2021-05-09 11:59:59,INS-W_1027,2021-05-09,afternoon,0.5,0.0,0.5,458.8333333333333,458.8333333333333,0.5,0.5,0.5,0.0,0.5,218.33333333333334,218.33333333333334
2021-05-09 17:59:59,INS-W_1027,2021-05-09,evening,0.0,0.0,0.0,827.0952380952378,1918.7142857142858,0.0,0.0,1.0,0.0,1.0,76.25,76.25
2021-05-09 23:59:59,INS-W_1027,2021-05-09,night,0.10000000000000009,0.0,0.10000000000000009,1422.50664,1422.50664,0.0,0.0,0.8999999999999999,0.0,0.8999999999999999,196.5454545454545,196.5454545454545
2021-05-10 05:59:59,INS-W_1027,2021-05-10,morning,0.0,0.0,0.0,1054.8000000000002,1054.8000000000002,1.0,1.0,0.0,0.0,0.0,14.307692307692308,28.615384615384617
2021-05-10 11:59:59,INS-W_1027,2021-05-10,afternoon,0.0,0.0,0.0,376.66666666666663,376.66666666666663,1.0,1.0,1.0,0.0,1.0,223.0,223.0
2021-05-10 17:59:59,INS-W_1027,2021-05-10,evening,0.0,0.0,0.0,1055.4761904761904,2322.5714285714284,0.0,0.0,1.0,0.0,1.0,106.5,106.5
2021-05-10 23:59:59,INS-W_1027,2021-05-10,night,0.050000000000000044,0.0,0.050000000000000044,1267.36812,1267.36812,0.0,0.0,0.95,0.0,0.95,152.27272727272725,152.27272727272725
2021-05-11 05:59:59,INS-W_1027,2021-05-11,morning,0.16666666666666666,0.0,0.16666666666666666,903.5,903.5,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,14.76923076923077,29.53846153846154
2021-05-11 11:59:59,INS-W_1027,2021-05-11,afternoon,0.25,0.0,0.25,294.5,294.5,0.75,0.75,1.0,0.0,1.0,179.0,179.0
2021-05-11 17:59:59,INS-W_1027,2021-05-11,evening,0.0,0.0,0.0,1283.8571428571427,2726.4285714285716,0.0,0.0,1.0,0.0,1.0,136.75,136.75
2021-05-11 23:59:59,INS-W_1027,2021-05-11,night,0.0,0.0,0.0,1112.2295999999997,1112.2295999999997,0.0,0.0,1.0,0.0,1.0,108.0,108.0
2021-05-12 05:59:59,INS-W_1027,2021-05-12,morning,0.3333333333333333,0.0,0.3333333333333333,752.2,752.2,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,15.230769230769232,30.461538461538463
2021-05-12 11:59:59,INS-W_1027,2021-05-12,afternoon,0.5,0.0,0.5,212.33333333333331,212.33333333333331,0.5,0.5,1.0,0.0,1.0,135.0,135.0
2021-05-12 17:59:59,INS-W_1027,2021-05-12,evening,0.0,0.0,0.0,1512.2380952380952,3130.285714285714,0.0,0.0,1.0,0.0,1.0,167.0,167.0
2021-05-12 23:59:59,INS-W_1027,2021-05-12,night,0.0,0.0,0.0,957.0910799999997,957.0910799999997,0.25,0.25,1.0,0.0,1.0,770.75,770.75
2021-05-13 05:59:59,INS-W_1027,2021-05-13,morning,0.49999999999999994,0.0,0.49999999999999994,600.9000000000001,600.9000000000001,0.5,0.5,0.0,0.0,0.0,15.692307692307693,31.384615384615387
2021-05-13 11:59:59,INS-W_1027,2021-05-13,afternoon,0.75,0.0,0.75,130.16666666666669,130.16666666666669,0.25,0.25,1.0,0.0,1.0,91.0,91.0
2021-05-13 17:59:59,INS-W_1027,2021-05-13,evening,0.0,0.0,0.0,1740.6190476190477,3534.142857142857,0.0,0.0,1.0,0.0,1.0,161.0,161.0
2021-05-13 23:59:59,INS-W_1027,2021-05-13,night,0.0,0.0,0.0,801.9525599999997,801.9525599999997,0.5,0.5,1.0,0.0,1.0,1433.5,1433.5
2021-05-14 05:59:59,INS-W_1027,2021-05-14,morning,0.6666666666666666,0.0,0.6666666666666666,449.60000000000014,449.60000000000014,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,16.153846153846153,32.30769230769231
2021-05-14 11:59:59,INS-W_1027,2021-05-14,afternoon,1.0,0.0,1.0,48.0,48.0,0.0,0.0,1.0,0.0,1.0,47.0,47.0
2021-05-14 17:59:59,INS-W_1027,2021-05-14,evening,2.0,0.0,2.0,1969.0,3938.0,1.0,1.0,0.0,0.0,0.0,151.625,365.0
2021-05-14 23:59:59,INS-W_1027,2021-05-14,night,0.0,0.0,0.0,646.8140399999997,646.8140399999997,0.75,0.75,1.0,0.0,1.0,2096.25,2096.25
2021-05-15 05:59:59,INS-W_1027,2021-05-15,morning,0.8333333333333333,0.0,0.8333333333333333,298.29999999999995,298.29999999999995,0.16666666666666674,0.16666666666666674,0.0,0.0,0.0,16.615384615384617,33.23076923076923
2021-05-15 11:59:59,INS-W_1027,2021-05-15,afternoon,1.0,0.0,1.0,39.0,39.0,0.0,0.0,3.0,0.0,3.0,46.3333333333333,139.0
2021-05-15 17:59:59,INS-W_1027,2021-05-15,evening,1.0,0.0,1.0,505.462,505.462,0.0,0.0,4.0,0.0,4.0,142.25,569.0
2021-05-15 23:59:59,INS-W_1027,2021-05-15,night,0.0,0.0,0.0,491.6755199999998,491.6755199999998,1.0,1.0,1.0,0.0,1.0,2759.0,2759.0
2021-05-16 05:59:59,INS-W_1027,2021-05-16,morning,1.0,0.0,1.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,17.076923076923077,34.15384615384615
2021-05-16 11:59:59,INS-W_1027,2021-05-16,afternoon,1.0,0.0,1.0,57.0,57.0,0.0,0.0,3.0,0.0,3.0,43.6666666666667,131.0
2021-05-16 17:59:59,INS-W_1027,2021-05-16,evening,2.0,0.0,2.0,403.558,603.308,0.3333333333333333,0.3333333333333333,4.0,0.0,4.0,189.91025,759.641
2021-05-16 23:59:59,INS-W_1027,2021-05-16,night,1.0,0.0,1.0,336.537,336.537,0.0,0.0,0.0,0.0,0.0,1839.3333333333335,1839.3333333333335
2021-05-17 05:59:59,INS-W_1027,2021-05-17,morning,0.0,0.0,0.0,101.5,101.5,1.0,1.0,0.0,0.0,0.0,17.53846153846154,35.07692307692308
2021-05-17 11:59:59,INS-W_1027,2021-05-17,afternoon,3.0,0.0,3.0,475.666666666667,1427.0,1.0,1.0,0.0,0.0,0.0,139.83333333333337,419.5
2021-05-17 17:59:59,INS-W_1027,2021-05-17,evening,3.0,0.0,3.0,301.654,701.154,0.6666666666666666,0.6666666666666666,4.0,0.0,4.0,237.57049999999998,950.2819999999999
2021-05-17 23:59:59,INS-W_1027,2021-05-17,night,0.5,0.0,0.5,313.03171428571426,313.03171428571426,0.0,0.0,0.5,0.0,0.5,919.6666666666667,919.6666666666667
2021-05-18 05:59:59,INS-W_1027,2021-05-18,morning,1.0,0.0,1.0,56.0,56.0,0.0,0.0,2.0,0.0,2.0,18.0,36.0
2021-05-18 11:59:59,INS-W_1027,2021-05-18,afternoon,0.0,0.0,0.0,262.3333333333335,811.5,0.0,0.0,3.0,0.0,3.0,236.0,708.0
2021-05-18 17:59:59,INS-W_1027,2021-05-18,evening,4.0,0.0,4.0,199.75,799.0,1.0,1.0,4.0,0.0,4.0,285.23075,1140.923
2021-05-18 23:59:59,INS-W_1027,2021-05-18,night,0.0,0.0,0.0,289.52642857142854,289.52642857142854,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2021-05-19 05:59:59,INS-W_1027,2021-05-19,morning,1.0,0.0,1.0,722.0,722.0,0.0,0.0,0.0,0.0,0.0,33.1875,66.375
2021-05-19 11:59:59,INS-W_1027,2021-05-19,afternoon,4.0,0.0,4.0,49.0,196.0,0.0,0.0,5.0,0.0,5.0,126.4,632.0
2021-05-19 17:59:59,INS-W_1027,2021-05-19,evening,1.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,246.91207142857144,980.3625714285714
2021-05-19 23:59:59,INS-W_1027,2021-05-19,night,0.0,0.0,0.0,266.0211428571429,266.0211428571429,0.0,0.0,1.0,0.0,1.0,3242.076,3242.076
2021-05-20 05:59:59,INS-W_1027,2021-05-20,morning,3.0,0.0,3.0,194.134,582.402,0.0,0.0,0.0,0.0,0.0,48.375,96.75
2021-05-20 11:59:59,INS-W_1027,2021-05-20,afternoon,1.0,0.0,1.0,8457.597,8457.597,0.0,0.0,0.0,0.0,0.0,244.6199666666666,1366.5998
2021-05-20 17:59:59,INS-W_1027,2021-05-20,evening,2.5,0.0,2.5,62.75,176.0,1.5,1.5,0.0,0.0,0.0,208.59339285714287,819.8021428571428
2021-05-20 23:59:59,INS-W_1027,2021-05-20,night,0.25,0.0,0.25,242.51585714285713,242.51585714285713,0.0,0.0,1.25,0.0,1.25,3660.807,4890.057
2021-05-21 05:59:59,INS-W_1027,2021-05-21,morning,1.0,0.0,1.0,3652.0,3652.0,0.0,0.0,0.0,0.0,0.0,63.5625,127.125
2021-05-21 11:59:59,INS-W_1027,2021-05-21,afternoon,2.0,0.0,2.0,28.0,56.0,0.0,0.0,0.0,0.0,0.0,362.8399333333332,2101.1996
2021-05-21 17:59:59,INS-W_1027,2021-05-21,evening,4.0,0.0,4.0,75.5,302.0,3.0,3.0,0.0,0.0,0.0,170.27471428571428,659.2417142857144
2021-05-21 23:59:59,INS-W_1027,2021-05-21,night,0.5,0.0,0.5,219.01057142857144,219.01057142857144,0.0,0.0,1.5,0.0,1.5,4079.538,6538.0380000000005
2021-05-22 05:59:59,INS-W_1027,2021-05-22,morning,1.0,0.0,1.0,261.0,261.0,0.0,0.0,0.0,0.0,0.0,78.75,157.5
2021-05-22 11:59:59,INS-W_1027,2021-05-22,afternoon,1.0,0.0,1.0,56.0,56.0,1.0,1.0,0.0,0.0,0.0,481.05989999999986,2835.7994
2021-05-22 17:59:59,INS-W_1027,2021-05-22,evening,3.0,0.0,3.0,77.8,276.4,2.25,2.25,0.25,0.0,0.25,131.95603571428572,498.68128571428576
2021-05-22 23:59:59,INS-W_1027,2021-05-22,night,0.75,0.0,0.75,195.50528571428572,195.50528571428572,0.0,0.0,1.75,0.0,1.75,4498.269,8186.019
2021-05-23 05:59:59,INS-W_1027,2021-05-23,morning,1.0,0.0,1.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,93.9375,187.875
2021-05-23 11:59:59,INS-W_1027,2021-05-23,afternoon,1.0,0.0,1.0,37.5,37.5,1.0,1.0,3.0,0.0,3.0,599.2798666666664,3570.3992
2021-05-23 17:59:59,INS-W_1027,2021-05-23,evening,2.0,0.0,2.0,80.1,250.8,1.5,1.5,0.5,0.0,0.5,93.63735714285716,338.1208571428572
2021-05-23 23:59:59,INS-W_1027,2021-05-23,night,1.0,0.0,1.0,172.0,172.0,0.0,0.0,2.0,0.0,2.0,4917.0,9834.0
2021-05-24 05:59:59,INS-W_1027,2021-05-24,morning,1.0,0.0,1.0,24.5,24.5,0.0,0.0,0.0,0.0,0.0,109.125,218.25
2021-05-24 11:59:59,INS-W_1027,2021-05-24,afternoon,1.0,0.0,1.0,19.0,19.0,1.0,1.0,6.0,0.0,6.0,717.499833333333,4304.999
2021-05-24 17:59:59,INS-W_1027,2021-05-24,evening,1.0,0.0,1.0,82.4,225.2,0.75,0.75,0.75,0.0,0.75,55.31867857142856,177.5604285714286
2021-05-24 23:59:59,INS-W_1027,2021-05-24,night,1.3333333333333333,0.0,1.3333333333333333,524.8333333333334,935.0,0.0,0.0,1.6666666666666667,0.0,1.6666666666666667,3278.0,6556.0
2021-05-25 05:59:59,INS-W_1027,2021-05-25,morning,1.0,0.0,1.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,124.3125,248.625
2021-05-25 11:59:59,INS-W_1027,2021-05-25,afternoon,0.0,0.0,0.0,288.3333333333333,288.3333333333333,1.0,1.0,0.0,0.0,0.0,375.7499166666665,2169.4995
2021-05-25 17:59:59,INS-W_1027,2021-05-25,evening,0.0,0.0,0.0,84.7,199.60000000000002,0.0,0.0,1.0,0.0,1.0,17.0,17.0
2021-05-25 23:59:59,INS-W_1027,2021-05-25,night,1.6666666666666665,0.0,1.6666666666666665,877.6666666666667,1698.0,0.0,0.0,1.3333333333333335,0.0,1.3333333333333335,1639.0,3278.0
2021-05-26 05:59:59,INS-W_1027,2021-05-26,morning,2.0,0.0,2.0,59.0,118.0,0.0,0.0,2.0,0.0,2.0,139.5,279.0
2021-05-26 11:59:59,INS-W_1027,2021-05-26,afternoon,0.0,0.0,0.0,557.6666666666666,557.6666666666666,0.0,0.0,1.0,0.0,1.0,34.0,34.0
2021-05-26 17:59:59,INS-W_1027,2021-05-26,evening,2.0,0.0,2.0,87.0,174.0,0.0,0.0,4.0,0.0,4.0,87.25,349.0
2021-05-26 23:59:59,INS-W_1027,2021-05-26,night,2.0,0.0,2.0,1230.5,2461.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2021-05-27 05:59:59,INS-W_1027,2021-05-27,morning,2.0,0.0,2.0,48.0,96.0,3.0,3.0,1.0,0.0,1.0,19.0,19.0
2021-05-27 11:59:59,INS-W_1027,2021-05-27,afternoon,1.0,0.0,1.0,827.0,827.0,5.0,5.0,3.0,0.0,3.0,196.666666666667,590.0
2021-05-27 17:59:59,INS-W_1027,2021-05-27,evening,1.0,0.0,1.0,46.0,46.0,0.0,0.0,1.0,0.0,1.0,748.876,748.876
2021-05-27 23:59:59,INS-W_1027,2021-05-27,night,2.0,0.0,2.0,1147.0,2294.0,3.0,3.0,4.0,0.0,4.0,0.0,0.0
2021-05-28 05:59:59,INS-W_1027,2021-05-28,morning,1.5,0.0,1.5,50.5,74.5,1.5,1.5,0.5,0.0,0.5,19.75,19.75
2021-05-28 11:59:59,INS-W_1027,2021-05-28,afternoon,2.0,0.0,2.0,81.0,162.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0
2021-05-28 17:59:59,INS-W_1027,2021-05-28,evening,0.0,0.0,0.0,51.5,51.5,1.0,1.0,0.0,0.0,0.0,579.4069999999999,579.4069999999999
2021-05-28 23:59:59,INS-W_1027,2021-05-28,night,0.0,0.0,0.0,1024.7777777777778,2044.3333333333333,0.0,0.0,1.0,0.0,1.0,6794.123,6794.123
2021-05-29 05:59:59,INS-W_1027,2021-05-29,morning,1.0,0.0,1.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,20.5,20.5
2021-05-29 11:59:59,INS-W_1027,2021-05-29,afternoon,2.0,0.0,2.0,96.5,193.0,1.5,1.5,2.0,0.0,2.0,24.5,122.5
2021-05-29 17:59:59,INS-W_1027,2021-05-29,evening,1.0,0.0,1.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,409.938,409.938
2021-05-29 23:59:59,INS-W_1027,2021-05-29,night,0.0,0.0,0.0,902.5555555555555,1794.6666666666665,1.0,1.0,0.0,0.0,0.0,5876.441476190475,5982.256428571428
2021-05-30 05:59:59,INS-W_1027,2021-05-30,morning,1.6666666666666665,0.0,1.6666666666666665,64.55555555555557,123.0,0.0,0.0,0.0,0.0,0.0,21.25,21.25
2021-05-30 11:59:59,INS-W_1027,2021-05-30,afternoon,2.0,0.0,2.0,112.0,224.0,1.0,1.0,3.0,0.0,3.0,49.0,245.0
2021-05-30 17:59:59,INS-W_1027,2021-05-30,evening,0.5,0.0,0.5,64.62857142857142,178.8,0.0,0.0,0.5,0.0,0.5,240.46900000000005,240.46900000000005
2021-05-30 23:59:59,INS-W_1027,2021-05-30,night,0.0,0.0,0.0,780.3333333333333,1545.0,0.8333333333333334,0.8333333333333334,0.5,0.0,0.5,4958.759952380952,5170.389857142857
2021-05-31 05:59:59,INS-W_1027,2021-05-31,morning,2.333333333333333,0.0,2.333333333333333,76.11111111111114,193.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0
2021-05-31 11:59:59,INS-W_1027,2021-05-31,afternoon,2.0,0.0,2.0,127.5,255.0,0.5,0.5,4.0,0.0,4.0,73.5,367.5
2021-05-31 17:59:59,INS-W_1027,2021-05-31,evening,0.0,0.0,0.0,72.25714285714284,300.6,0.0,0.0,1.0,0.0,1.0,71.0,71.0
2021-05-31 23:59:59,INS-W_1027,2021-05-31,night,0.0,0.0,0.0,658.1111111111111,1295.3333333333333,0.6666666666666667,0.6666666666666667,1.0,0.0,1.0,4041.078428571428,4358.5232857142855
2021-06-01 05:59:59,INS-W_1027,2021-06-01,morning,3.0,0.0,3.0,87.6666666666667,263.0,0.0,0.0,0.0,0.0,0.0,22.75,22.75
2021-06-01 11:59:59,INS-W_1027,2021-06-01,afternoon,2.0,0.0,2.0,143.0,286.0,0.0,0.0,5.0,0.0,5.0,98.0,490.0
2021-06-01 17:59:59,INS-W_1027,2021-06-01,evening,2.3333333333333335,0.0,2.3333333333333335,79.88571428571426,422.4,0.6666666666666666,0.6666666666666666,2.666666666666667,0.0,2.666666666666667,96.49672222222233,342.3136666666667
2021-06-01 23:59:59,INS-W_1027,2021-06-01,night,0.0,0.0,0.0,535.8888888888888,1045.6666666666667,0.5,0.5,1.5,0.0,1.5,3123.3969047619044,3546.6567142857143
2021-06-02 05:59:59,INS-W_1027,2021-06-02,morning,2.3333333333333335,0.0,2.3333333333333335,66.44444444444446,183.33333333333331,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,23.5,23.5
2021-06-02 11:59:59,INS-W_1027,2021-06-02,afternoon,3.0,0.0,3.0,145.13333333333333,439.66666666666663,1.3333333333333333,1.3333333333333333,5.0,0.0,5.0,88.93333333333334,444.6666666666667
2021-06-02 17:59:59,INS-W_1027,2021-06-02,evening,4.666666666666667,0.0,4.666666666666667,87.51428571428568,544.2,1.3333333333333333,1.3333333333333333,4.333333333333334,0.0,4.333333333333334,121.99344444444466,613.6273333333334
2021-06-02 23:59:59,INS-W_1027,2021-06-02,night,0.0,0.0,0.0,413.66666666666663,796.0,0.33333333333333337,0.33333333333333337,2.0,0.0,2.0,2205.7153809523807,2734.7901428571427
2021-06-03 05:59:59,INS-W_1027,2021-06-03,morning,1.6666666666666667,0.0,1.6666666666666667,45.22222222222223,103.66666666666666,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,24.25,24.25
2021-06-03 11:59:59,INS-W_1027,2021-06-03,afternoon,4.0,0.0,4.0,147.26666666666668,593.3333333333333,2.6666666666666665,2.6666666666666665,5.0,0.0,5.0,79.86666666666666,399.3333333333333
2021-06-03 17:59:59,INS-W_1027,2021-06-03,evening,7.0,0.0,7.0,95.1428571428571,666.0,2.0,2.0,6.0,0.0,6.0,147.490166666667,884.941
2021-06-03 23:59:59,INS-W_1027,2021-06-03,night,0.0,0.0,0.0,291.44444444444434,546.3333333333333,0.16666666666666674,0.16666666666666674,2.5,0.0,2.5,1288.0338571428565,1922.9235714285714
2021-06-04 05:59:59,INS-W_1027,2021-06-04,morning,1.0,0.0,1.0,24.0,24.0,0.0,0.0,1.0,0.0,1.0,25.0,25.0
2021-06-04 11:59:59,INS-W_1027,2021-06-04,afternoon,5.0,0.0,5.0,149.4,747.0,4.0,4.0,5.0,0.0,5.0,70.8,354.0
2021-06-04 17:59:59,INS-W_1027,2021-06-04,evening,5.0,0.0,5.0,347.4,1737.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0
2021-06-04 23:59:59,INS-W_1027,2021-06-04,night,0.0,0.0,0.0,169.22222222222217,296.6666666666665,0.0,0.0,3.0,0.0,3.0,370.352333333333,1111.057
2021-06-05 05:59:59,INS-W_1027,2021-06-05,morning,1.0,0.0,1.0,24.0,24.0,0.0,0.0,1.0,0.0,1.0,25.0,25.0
2021-06-05 11:59:59,INS-W_1027,2021-06-05,afternoon,5.0,0.0,5.0,149.4,747.0,4.0,4.0,5.0,0.0,5.0,70.8,354.0
2021-06-05 17:59:59,INS-W_1027,2021-06-05,evening,3.0,0.0,3.0,92.3333333333333,277.0,1.0,1.0,1.0,0.0,1.0,31.0,31.0
2021-06-05 23:59:59,INS-W_1027,2021-06-05,night,1.0,0.0,1.0,47.0,47.0,0.0,0.0,3.0,0.0,3.0,334.333333333333,1003.0
2021-06-06 05:59:59,INS-W_1027,2021-06-06,morning,1.0,0.0,1.0,24.0,24.0,0.0,0.0,1.0,0.0,1.0,25.0,25.0
2021-06-06 11:59:59,INS-W_1027,2021-06-06,afternoon,5.0,0.0,5.0,149.4,747.0,4.0,4.0,5.0,0.0,5.0,70.8,354.0
2021-06-06 17:59:59,INS-W_1027,2021-06-06,evening,0.0,0.0,0.0,92.3333333333333,277.0,0.0,0.0,1.0,0.0,1.0,9435.0,9435.0
2021-06-06 23:59:59,INS-W_1027,2021-06-06,night,1.0,0.0,1.0,2965.0,2965.0,0.0,0.0,0.0,0.0,0.0,334.333333333333,1003.0
2021-03-29 05:59:59,INS-W_1065,2021-03-29,morning,0.0,0.0,0.0,48.0,48.0,0.0,0.0,1.0,1.0,1.0,18.0,18.0
2021-03-29 11:59:59,INS-W_1065,2021-03-29,afternoon,1.0,0.0,1.0,23.0,23.0,0.0,0.0,2.0,0.0,2.0,143.5,287.0
2021-03-29 17:59:59,INS-W_1065,2021-03-29,evening,2.0,0.0,2.0,41.212,82.424,0.0,0.0,1.0,0.0,1.0,7.0,7.0
2021-03-29 23:59:59,INS-W_1065,2021-03-29,night,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,20.0,20.0
2021-03-30 05:59:59,INS-W_1065,2021-03-30,morning,0.0,0.0,0.0,48.0,48.0,0.0,0.0,1.0,1.0,1.0,18.0,18.0
2021-03-30 11:59:59,INS-W_1065,2021-03-30,afternoon,1.0,0.0,1.0,23.0,23.0,0.0,0.0,2.0,0.0,2.0,143.5,287.0
2021-03-30 17:59:59,INS-W_1065,2021-03-30,evening,2.0,0.0,2.0,41.212,82.424,0.0,0.0,1.0,0.0,1.0,7.0,7.0
2021-03-30 23:59:59,INS-W_1065,2021-03-30,night,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,20.0,20.0
