pid,date,segment,numberofsignificantplaces,radiusgyration,timeathome,totaldistance,duration_in_locmap_exercise,duration_in_locmap_greens,duration_in_locmap_study,datetime
INS-W_1036,2021-05-18,morning,7.0,3642.98177187304,139.33875,49130.1666745544,3.99283333333333,0.0,0.0,2021-05-18 05:59:59
INS-W_1036,2021-05-18,night,1.0,0.0,299.378016666667,4305.73536404476,0.0,0.0,0.0,2021-05-18 23:59:59
INS-W_1036,2021-05-19,afternoon,1.0,0.0,0.0,829.667495255985,0.0,0.0,0.0,2021-05-19 11:59:59
INS-W_1036,2021-05-19,evening,6.0,4766.54790993495,112.678683333333,33939.7822477224,1.00108333333333,0.999416666666667,0.0,2021-05-19 17:59:59
INS-W_1036,2021-05-19,morning,1.0,2.03419538305936e-09,0.0,644.829238619731,0.0,0.0,0.0,2021-05-19 05:59:59
INS-W_1036,2021-05-19,night,1.0,2.0341956136114403e-09,0.0,626.302550019053,0.0,0.0,0.0,2021-05-19 23:59:59
INS-W_1036,2021-05-20,afternoon,6.0,3735.18836201575,158.9649,43261.1674681596,3.98056666666667,0.0,0.0,2021-05-20 11:59:59
INS-W_1036,2021-05-20,evening,1.0,0.0,0.999316666666667,59870.9270478124,0.0,0.0,0.0,2021-05-20 17:59:59
INS-W_1036,2021-05-20,morning,1.0,1.9054686893269403e-09,337.906166666667,1832.50385663153,0.0,0.0,0.0,2021-05-20 05:59:59
INS-W_1036,2021-05-20,night,1.0,0.0,337.936366666667,1406.6749033073,0.0,0.0,0.0,2021-05-20 23:59:59
INS-W_1036,2021-05-21,afternoon,5.0,1692.16654151605,64.8685666666666,35456.8799259239,0.0,0.0,0.0,2021-05-21 11:59:59
INS-W_1036,2021-05-21,evening,1.0,0.0,118.894466666667,22223.6849705923,0.0,0.0,0.0,2021-05-21 17:59:59
INS-W_1036,2021-05-21,morning,3.0,287.553509774252,7.02048333333333,53882.7507865458,0.0,0.0,0.0,2021-05-21 05:59:59
INS-W_1036,2021-05-21,night,1.0,0.0,0.0,58693.9535238945,0.0,0.0,0.0,2021-05-21 23:59:59
INS-W_1036,2021-05-22,afternoon,5.0,6215.34367132461,91.8466666666666,66425.7551566614,0.0,0.0,0.0,2021-05-22 11:59:59
INS-W_1036,2021-05-22,evening,6.0,3593.11554257649,33.9476166666667,52839.6222549008,0.0106666666666667,0.0,0.0,2021-05-22 17:59:59
INS-W_1036,2021-05-22,morning,2.0,861.021920784848,132.918833333333,31348.4218966117,0.0,0.0,0.0,2021-05-22 05:59:59
INS-W_1036,2021-05-22,night,1.0,0.0,147.851033333333,21743.4497769194,0.0,0.0,0.0,2021-05-22 23:59:59
INS-W_1036,2021-05-23,afternoon,1.0,0.0,143.018433333333,34119.0334919658,0.0,0.0,0.0,2021-05-23 11:59:59
INS-W_1036,2021-05-23,evening,1.0,0.0,140.87925,36096.5137643457,0.0,0.0,0.0,2021-05-23 17:59:59
INS-W_1036,2021-05-23,morning,1.0,0.0,140.97155,31029.9973026308,0.0,0.0,0.0,2021-05-23 05:59:59
INS-W_1036,2021-05-23,night,2.0,1676.49388744622,99.0186,32222.5161498968,0.0,0.0,0.0,2021-05-23 23:59:59
INS-W_1036,2021-05-24,afternoon,3.0,453.344007400089,150.475483333333,23535.0178934295,2.99896666666667,0.0,0.0,2021-05-24 11:59:59
INS-W_1036,2021-05-24,evening,5.0,1758.13644262638,25.9589166666667,52145.4842012682,0.0,0.0,0.0,2021-05-24 17:59:59
INS-W_1036,2021-05-24,morning,1.0,7.07323088988687e-10,198.237233333333,8183.70649765638,0.0,0.0,0.0,2021-05-24 05:59:59
INS-W_1036,2021-05-24,night,1.0,0.0,267.770833333333,5817.44451880542,0.0,0.0,0.0,2021-05-24 23:59:59
INS-W_1036,2021-05-25,afternoon,4.0,358.885009406825,97.9553333333333,28897.7257029163,0.0,39.9471666666667,0.990366666666667,2021-05-25 11:59:59
INS-W_1036,2021-05-25,evening,1.0,7.07323088988687e-10,160.58175,12845.0684259342,0.0,0.0,0.0,2021-05-25 17:59:59
INS-W_1036,2021-05-25,morning,1.0,0.0,134.999533333333,24183.2071258361,0.0,0.0,0.0,2021-05-25 05:59:59
INS-W_1036,2021-05-25,night,1.0,0.0,141.995016666667,22852.1681581127,0.0,0.0,0.0,2021-05-25 23:59:59
INS-W_1036,2021-05-26,afternoon,1.0,7.07323088988687e-10,237.99625,7166.12776642379,0.0,0.0,0.0,2021-05-26 11:59:59
INS-W_1036,2021-05-26,evening,1.0,0.0,284.724083333333,5232.89093801916,0.0,0.0,0.0,2021-05-26 17:59:59
INS-W_1036,2021-05-26,morning,1.0,0.0,214.355283333333,9508.52184652086,0.0,0.0,0.0,2021-05-26 05:59:59
INS-W_1036,2021-05-26,night,1.0,7.07323088988687e-10,196.4437,9865.9672369385,0.0,0.0,0.0,2021-05-26 23:59:59
INS-W_1036,2021-05-27,afternoon,4.0,488.969583485139,101.6406,17982.2965870482,0.0,0.0,0.990533333333333,2021-05-27 11:59:59
INS-W_1036,2021-05-27,evening,4.0,430.005919795043,142.393083333333,31774.3737185654,0.0,1.98073333333333,0.0,2021-05-27 17:59:59
INS-W_1036,2021-05-27,morning,1.0,0.0,203.600083333334,10055.1165863936,0.0,0.0,0.0,2021-05-27 05:59:59
INS-W_1036,2021-05-27,night,1.0,0.0,249.138816666667,6386.62931928615,0.0,0.0,0.0,2021-05-27 23:59:59
INS-W_1036,2021-05-28,afternoon,3.0,136.848630988716,166.718433333333,16334.4662328386,0.0,0.0,0.0,2021-05-28 11:59:59
INS-W_1036,2021-05-28,evening,5.0,4145.81814987141,0.0,65929.1393584786,0.0,0.0,0.0,2021-05-28 17:59:59
INS-W_1036,2021-05-28,morning,2.0,392.771714099037,160.55265,17788.118437808,0.0,0.0,0.0,2021-05-28 05:59:59
INS-W_1036,2021-05-28,night,1.0,0.0,249.066283333334,5811.93966136787,0.0,0.0,0.0,2021-05-28 23:59:59
INS-W_1036,2021-05-29,afternoon,11.0,4178.06539509976,0.0,68147.917152599,0.0,0.0,0.0,2021-05-29 11:59:59
INS-W_1036,2021-05-29,evening,14.0,4071.47192304038,36.9827166666667,61511.9976762714,2.99993333333333,31.83385,0.0,2021-05-29 17:59:59
INS-W_1036,2021-05-29,morning,1.0,7.07323088988687e-10,0.0,17391.0653262718,0.0,0.0,0.0,2021-05-29 05:59:59
INS-W_1036,2021-05-29,night,1.0,0.0,0.0,14210.4003048937,0.0,0.0,0.0,2021-05-29 23:59:59
INS-W_1036,2021-05-30,afternoon,4.0,2198.97732568592,195.077316666667,18407.1928093729,14.9937,0.0,0.0,2021-05-30 11:59:59
INS-W_1036,2021-05-30,evening,1.0,0.0,194.510516666667,9288.36970629422,0.0,0.0,0.0,2021-05-30 17:59:59
INS-W_1036,2021-05-30,morning,6.0,3846.19051698515,90.9950833333333,29641.0154705737,76.0154833333333,0.0,0.0,2021-05-30 05:59:59
INS-W_1036,2021-05-30,night,1.0,0.0,145.989183333333,21241.0424550543,0.0,0.0,0.0,2021-05-30 23:59:59
INS-W_1036,2021-05-31,afternoon,1.0,0.0,174.166233333333,22905.8047244577,0.0,0.0,0.0,2021-05-31 11:59:59
INS-W_1036,2021-05-31,evening,10.0,1242.31373190009,0.0,43741.1161600047,47.0008666666667,0.0,0.0,2021-05-31 17:59:59
INS-W_1036,2021-05-31,morning,1.0,7.07323088988687e-10,218.231633333333,9617.38066975698,0.0,0.0,0.0,2021-05-31 05:59:59
INS-W_1036,2021-05-31,night,1.0,0.0,169.5976,13025.3839968688,0.0,0.0,0.0,2021-05-31 23:59:59
INS-W_1036,2021-06-01,afternoon,3.0,2098.75386391035,196.2107,52105.2696548279,0.0,0.0,0.0,2021-06-01 11:59:59
INS-W_1036,2021-06-01,evening,3.0,74.9377917620701,137.92245,24576.9566210937,0.0,0.0,0.0,2021-06-01 17:59:59
INS-W_1036,2021-06-01,morning,1.0,0.0,266.783516666667,6241.51248125541,0.0,0.0,0.0,2021-06-01 05:59:59
INS-W_1036,2021-06-01,night,4.0,189.331894475929,132.5071,40592.0760505484,0.0,0.0,0.0,2021-06-01 23:59:59
INS-W_1036,2021-06-02,afternoon,4.0,441.744439469103,104.66875,22537.518794979,0.0,3.9928,8.02821666666667,2021-06-02 11:59:59
INS-W_1036,2021-06-02,evening,6.0,1296.85700039835,78.9671999999999,39084.5189439184,57.0711666666667,0.0,0.0,2021-06-02 17:59:59
INS-W_1036,2021-06-02,morning,1.0,0.0,240.033866666667,8620.46919651676,0.0,0.0,0.0,2021-06-02 05:59:59
INS-W_1036,2021-06-02,night,1.0,0.0,210.329616666667,10761.2191715801,0.0,0.0,0.0,2021-06-02 23:59:59
INS-W_1036,2021-06-03,afternoon,5.0,826.91439699691,211.902883333334,19768.1169743346,0.0,0.0,0.0,2021-06-03 11:59:59
INS-W_1036,2021-06-03,evening,5.0,3099.20734146301,126.27585,18029.3651065641,0.0,0.0,0.0,2021-06-03 17:59:59
INS-W_1036,2021-06-03,morning,1.0,0.0,138.994766666667,32704.9665587868,0.0,0.0,0.0,2021-06-03 05:59:59
INS-W_1036,2021-06-03,night,1.0,0.0,139.988766666667,31205.8823193869,0.0,0.0,0.0,2021-06-03 23:59:59
INS-W_1036,2021-06-04,afternoon,1.0,0.0,346.983250000001,1038.30237179385,0.0,0.0,0.0,2021-06-04 11:59:59
INS-W_1036,2021-06-04,evening,2.0,1882.16461998007,19.7228833333333,8039.5740129613,0.0,0.0,0.0,2021-06-04 17:59:59
INS-W_1036,2021-06-04,morning,4.0,56.5376980464625,35.2769666666667,8801.7047766826,0.0,0.0,0.0,2021-06-04 05:59:59
INS-W_1036,2021-06-04,night,12.0,1718.52069744197,38.7207833333333,20538.8032733324,18.0006833333333,4.00068333333333,0.0,2021-06-04 23:59:59
INS-W_1036,2021-06-05,afternoon,12.0,4882.14090805221,78.7213,25638.5585474911,0.0,0.0,0.0,2021-06-05 11:59:59
INS-W_1036,2021-06-05,evening,7.0,3823.6149429153,61.9945166666666,77668.5177782474,0.0,0.0,0.0,2021-06-05 17:59:59
INS-W_1036,2021-06-05,morning,1.0,0.0,90.2736333333333,3611.72674640342,0.0,0.0,0.0,2021-06-05 05:59:59
INS-W_1036,2021-06-05,night,3.0,1829.50907319042,0.999983333333333,16733.7261741234,0.0,0.0,0.0,2021-06-05 23:59:59
INS-W_1036,2021-06-06,afternoon,5.0,4547.90121114729,14.2755666666667,52945.6103252643,0.0,0.0,0.0,2021-06-06 11:59:59
INS-W_1036,2021-06-06,evening,1.0,0.0,284.9883,4282.15637230279,0.0,0.0,0.0,2021-06-06 17:59:59
INS-W_1036,2021-06-06,morning,5.0,2355.94435100272,310.711933333334,28296.2307823864,1.00005,0.0,0.0,2021-06-06 05:59:59
INS-W_1036,2021-06-06,night,2.0,454.485522156143,187.268833333334,2633.13172330185,0.0,0.0,0.0,2021-06-06 23:59:59
INS-W_1044,2021-03-29,afternoon,3.0,110.579175205623,159.008783333334,3829.80875435559,0.0,0.0,0.0,2021-03-29 11:59:59
INS-W_1044,2021-03-29,evening,3.0,935.243631326059,283.967783333334,13513.6895140679,0.0,0.0,0.0,2021-03-29 17:59:59
INS-W_1044,2021-03-29,morning,1.0,7.07323088988687e-10,351.980966666667,321.118715247717,0.0,0.0,0.0,2021-03-29 05:59:59
INS-W_1044,2021-03-29,night,1.0,0.0,355.97385,387.955746216214,0.0,0.0,0.0,2021-03-29 23:59:59
INS-W_1044,2021-03-30,afternoon,4.0,1970.38383526877,80.01795,7073.52504445678,0.0,0.0,0.0,2021-03-30 11:59:59
INS-W_1044,2021-03-30,evening,1.0,0.0,0.0,12054.5947076245,0.0,0.0,0.0,2021-03-30 17:59:59
INS-W_1044,2021-03-30,morning,1.0,0.0,343.996083333334,1894.14048958065,0.0,0.0,0.0,2021-03-30 05:59:59
INS-W_1044,2021-03-30,night,1.0,0.0,358.991683333334,239.592068795013,0.0,0.0,0.0,2021-03-30 23:59:59
INS-W_1044,2021-03-31,afternoon,5.0,2204.6832026826,36.9904666666667,58681.429279182,0.0,0.0,0.0,2021-03-31 11:59:59
INS-W_1044,2021-03-31,evening,11.0,2752.71890224125,23.9989333333333,58695.7426030414,0.0,0.0,0.0,2021-03-31 17:59:59
INS-W_1044,2021-03-31,morning,1.0,0.0,0.0,14876.157620578,0.0,0.0,0.0,2021-03-31 05:59:59
INS-W_1044,2021-03-31,night,1.0,0.0,0.0,14436.2249428179,0.0,0.0,0.0,2021-03-31 23:59:59
INS-W_1044,2021-04-01,afternoon,9.0,1779.94288516497,132.986066666667,20577.1853788137,0.0,0.0,0.0,2021-04-01 11:59:59
INS-W_1044,2021-04-01,evening,1.0,0.0,356.9419,206.425891351865,0.0,0.0,0.0,2021-04-01 17:59:59
INS-W_1044,2021-04-01,morning,5.0,3056.27937297139,118.292883333333,6870.05784916537,0.0,0.0,0.0,2021-04-01 05:59:59
INS-W_1044,2021-04-01,night,1.0,0.0,0.0,1134.35383106106,0.0,0.0,0.0,2021-04-01 23:59:59
INS-W_1044,2021-04-02,afternoon,16.0,4153.89597868556,58.4454666666667,102837.201644842,0.0,0.0,0.0,2021-04-02 11:59:59
INS-W_1044,2021-04-02,evening,5.0,1212.52220233492,75.4162333333333,7908.46624729674,0.0,0.0,0.0,2021-04-02 17:59:59
INS-W_1044,2021-04-02,morning,1.0,1.89093995261521e-09,152.033566666667,1887.74914750641,0.0,0.0,0.0,2021-04-02 05:59:59
INS-W_1044,2021-04-02,night,1.0,0.0,272.660316666668,11.1518864062359,0.0,0.0,0.0,2021-04-02 23:59:59
INS-W_1044,2021-04-03,afternoon,11.0,31513.9919372234,0.0,153547.872550446,1.0001,0.0,0.0,2021-04-03 11:59:59
INS-W_1044,2021-04-03,evening,4.0,965.301294574206,0.0,24258.4641173166,0.0,0.0,0.0,2021-04-03 17:59:59
INS-W_1044,2021-04-03,morning,17.0,39218.1915885258,0.0,208536.021429172,0.0,0.0,0.0,2021-04-03 05:59:59
INS-W_1044,2021-04-03,night,1.0,0.0,0.0,3152.95788912449,0.0,0.0,0.0,2021-04-03 23:59:59
INS-W_1044,2021-04-04,afternoon,4.0,1124.77051858798,275.370850000001,31166.3517259809,0.0,0.0,0.0,2021-04-04 11:59:59
INS-W_1044,2021-04-04,evening,5.0,1454.65989063555,162.59395,16851.3872581519,0.0,0.0,0.0,2021-04-04 17:59:59
INS-W_1044,2021-04-04,morning,5.0,1608.46399393486,0.0,10976.4444069631,0.0,0.0,0.0,2021-04-04 05:59:59
INS-W_1044,2021-04-04,night,1.0,0.0,0.0,116.530535943492,0.0,0.0,0.0,2021-04-04 23:59:59
INS-W_1044,2021-04-05,afternoon,8.0,1643.10933671184,67.35645,28811.8746273349,0.0,0.0,0.0,2021-04-05 11:59:59
INS-W_1044,2021-04-05,evening,5.0,896.421201093544,32.6286833333333,20018.0584047015,0.0,0.0,0.0,2021-04-05 17:59:59
INS-W_1044,2021-04-05,morning,1.0,7.07323088988687e-10,0.0,697.840443720104,0.0,0.0,0.0,2021-04-05 05:59:59
INS-W_1044,2021-04-05,night,1.0,0.0,0.0,423.133061672573,0.0,0.0,0.0,2021-04-05 23:59:59
INS-W_1044,2021-04-06,afternoon,6.0,1666.25559913618,2.99938333333333,34085.3870709087,0.0,0.0,0.0,2021-04-06 11:59:59
INS-W_1044,2021-04-06,evening,1.0,0.0,0.0,267.986919657937,0.0,0.0,0.0,2021-04-06 17:59:59
INS-W_1044,2021-04-06,morning,1.0,0.0,0.0,7344.51681332971,0.0,0.0,0.0,2021-04-06 05:59:59
INS-W_1044,2021-04-06,night,1.0,0.0,0.0,3106.57575819256,0.0,0.0,0.0,2021-04-06 23:59:59
INS-W_1044,2021-04-07,afternoon,7.0,1198.58935791033,24.9904333333333,19719.6920815069,0.0,0.0,0.0,2021-04-07 11:59:59
INS-W_1044,2021-04-07,evening,5.0,864.05879156489,29.9954333333333,13710.8913670728,0.0,0.0,0.0,2021-04-07 17:59:59
INS-W_1044,2021-04-07,morning,1.0,0.0,0.0,2443.08624304325,0.0,0.0,0.0,2021-04-07 05:59:59
INS-W_1044,2021-04-07,night,1.0,0.0,0.0,312.247405444655,0.0,0.0,0.0,2021-04-07 23:59:59
INS-W_1044,2021-04-08,afternoon,4.0,924.434371518835,0.0,13179.8605152955,0.0,0.0,0.0,2021-04-08 11:59:59
INS-W_1044,2021-04-08,evening,4.0,1353.63481878613,6.99921666666667,19261.1020652211,0.0,0.0,0.0,2021-04-08 17:59:59
INS-W_1044,2021-04-08,morning,1.0,0.0,0.0,2133.66098746684,0.0,0.0,0.0,2021-04-08 05:59:59
INS-W_1044,2021-04-08,night,1.0,0.0,0.0,109.399534931629,0.0,0.0,0.0,2021-04-08 23:59:59
INS-W_1044,2021-04-09,afternoon,8.0,2314.05162736033,19.9934,20433.8276763901,0.0,0.0,0.0,2021-04-09 11:59:59
INS-W_1044,2021-04-09,evening,11.0,5460.93458422397,0.0,34289.8000085695,0.0,0.0,0.0,2021-04-09 17:59:59
INS-W_1044,2021-04-09,morning,1.0,1.8907166717273902e-09,0.0,4243.91192002662,0.0,0.0,0.0,2021-04-09 05:59:59
INS-W_1044,2021-04-09,night,1.0,1.8907162895682e-09,0.0,2376.32353720421,0.0,0.0,0.0,2021-04-09 23:59:59
INS-W_1044,2021-04-10,afternoon,5.0,1979.84333341957,23.9996,20371.4655663014,0.0,0.0,0.0,2021-04-10 11:59:59
INS-W_1044,2021-04-10,evening,2.0,294.063237559623,264.435216666667,9119.92250961331,0.0,0.0,0.0,2021-04-10 17:59:59
INS-W_1044,2021-04-10,morning,3.0,212.684904307524,0.0,5634.39215937715,0.0,0.0,0.0,2021-04-10 05:59:59
INS-W_1044,2021-04-10,night,1.0,0.0,0.0,4003.49668033079,0.0,0.0,0.0,2021-04-10 23:59:59
INS-W_1044,2021-04-11,afternoon,12.0,4124.68528315129,171.5532,40249.3311574135,0.0,0.0,0.0,2021-04-11 11:59:59
INS-W_1044,2021-04-11,evening,6.0,2342.40537586526,287.080416666667,23257.9029991143,0.0,0.0,0.0,2021-04-11 17:59:59
INS-W_1044,2021-04-11,morning,1.0,0.0,324.427100000001,5140.98713676184,0.0,0.0,0.0,2021-04-11 05:59:59
INS-W_1044,2021-04-11,night,1.0,0.0,332.542533333334,4225.41069661004,0.0,0.0,0.0,2021-04-11 23:59:59
INS-W_1044,2021-04-12,afternoon,5.0,1819.05131897249,30.8579,21539.8755509251,0.0,0.0,0.0,2021-04-12 11:59:59
INS-W_1044,2021-04-12,evening,1.0,1.8909367665826902e-09,276.990716666667,529.533089664019,0.0,0.0,0.0,2021-04-12 17:59:59
INS-W_1044,2021-04-12,morning,1.0,0.0,330.9123,1633.9835974295,0.0,0.0,0.0,2021-04-12 05:59:59
INS-W_1044,2021-04-12,night,1.0,0.0,321.968866666667,1487.63496945369,0.0,0.0,0.0,2021-04-12 23:59:59
INS-W_1044,2021-04-13,afternoon,5.0,2186.47483515027,221.367466666667,25957.9812671049,0.0,0.0,0.0,2021-04-13 11:59:59
INS-W_1044,2021-04-13,evening,2.0,114.889966159306,276.941466666667,7137.71430534003,0.0,0.0,0.0,2021-04-13 17:59:59
INS-W_1044,2021-04-13,morning,5.0,1862.72141776701,291.979200000001,27463.0338518423,0.0,0.0,0.0,2021-04-13 05:59:59
INS-W_1044,2021-04-13,night,1.0,7.07323088988687e-10,351.006566666667,549.565052649239,0.0,0.0,0.0,2021-04-13 23:59:59
INS-W_1044,2021-04-14,afternoon,4.0,2165.00559809041,240.953150000001,17498.210700716,0.0,0.0,0.0,2021-04-14 11:59:59
INS-W_1044,2021-04-14,evening,2.0,73.2194385598495,102.970166666667,17754.6756289248,0.0,0.0,0.0,2021-04-14 17:59:59
INS-W_1044,2021-04-14,morning,4.0,410.471240087997,332.961033333333,10129.6280653502,0.0,0.0,0.0,2021-04-14 05:59:59
INS-W_1044,2021-04-14,night,1.0,0.0,358.97705,145.36969683657,0.0,0.0,0.0,2021-04-14 23:59:59
INS-W_1044,2021-04-15,afternoon,5.0,1695.14575913931,224.708383333334,12661.0055518129,0.0,0.0,0.0,2021-04-15 11:59:59
INS-W_1044,2021-04-15,evening,1.0,0.0,304.502383333333,302.181675755646,0.0,0.0,0.0,2021-04-15 17:59:59
INS-W_1044,2021-04-15,morning,1.0,0.0,285.225850000001,290.766382366889,0.0,0.0,0.0,2021-04-15 05:59:59
INS-W_1044,2021-04-15,night,1.0,0.0,357.979216666668,239.998474268715,0.0,0.0,0.0,2021-04-15 23:59:59
INS-W_1044,2021-04-16,afternoon,4.0,2665.87546592094,190.914333333333,14771.0086775499,0.0,0.0,0.0,2021-04-16 11:59:59
INS-W_1044,2021-04-16,evening,5.0,2712.9151116504,258.327666666667,14775.7395378928,0.0,0.0,0.0,2021-04-16 17:59:59
INS-W_1044,2021-04-16,morning,1.0,0.0,350.973266666667,746.236916134421,0.0,0.0,0.0,2021-04-16 05:59:59
INS-W_1044,2021-04-16,night,1.0,0.0,355.958983333333,259.332553682844,0.0,0.0,0.0,2021-04-16 23:59:59
INS-W_1044,2021-04-17,afternoon,14.0,30054.1904432131,39.54275,117679.166865069,0.0,0.0,0.0,2021-04-17 11:59:59
INS-W_1044,2021-04-17,evening,1.0,0.0,349.640433333334,831.645486729614,0.0,0.0,0.0,2021-04-17 17:59:59
INS-W_1044,2021-04-17,morning,10.0,35317.4231419442,95.4373166666666,113884.146675422,0.0,0.0,0.0,2021-04-17 05:59:59
INS-W_1044,2021-04-17,night,1.0,7.07323088988687e-10,356.9696,410.776535606708,0.0,0.0,0.0,2021-04-17 23:59:59
INS-W_1044,2021-04-18,afternoon,14.0,31895.6516069775,138.613316666667,126585.052764827,0.0,0.0,0.0,2021-04-18 11:59:59
INS-W_1044,2021-04-18,evening,1.0,0.0,345.541033333334,1027.43311396398,0.0,0.0,0.0,2021-04-18 17:59:59
INS-W_1044,2021-04-18,morning,13.0,23337.8178070252,209.428700000001,118573.293507044,0.0,0.0,0.0,2021-04-18 05:59:59
INS-W_1044,2021-04-18,night,1.0,0.0,336.98095,1257.40132077306,0.0,0.0,0.0,2021-04-18 23:59:59
INS-W_1044,2021-04-19,afternoon,1.0,7.07323088988687e-10,344.969633333334,887.385272583815,0.0,0.0,0.0,2021-04-19 11:59:59
INS-W_1044,2021-04-19,evening,3.0,646.549056910172,325.983400000001,10365.9696816852,0.0,0.0,0.0,2021-04-19 17:59:59
INS-W_1044,2021-04-19,morning,1.0,0.0,340.9702,1277.3997396238,0.0,0.0,0.0,2021-04-19 05:59:59
INS-W_1044,2021-04-19,night,1.0,0.0,358.9878,65.7874984303324,0.0,0.0,0.0,2021-04-19 23:59:59
INS-W_1044,2021-04-20,afternoon,5.0,2460.73226619212,255.808400000001,6723.84806591072,0.0,0.0,0.0,2021-04-20 11:59:59
INS-W_1044,2021-04-20,evening,4.0,662.995914244017,346.150416666667,6265.26381425332,0.0,0.0,0.0,2021-04-20 17:59:59
INS-W_1044,2021-04-20,morning,1.0,0.0,340.98945,929.062601313428,0.0,0.0,0.0,2021-04-20 05:59:59
INS-W_1044,2021-04-20,night,1.0,0.0,352.9887,497.587034520952,0.0,0.0,0.0,2021-04-20 23:59:59
INS-W_1044,2021-04-21,afternoon,13.0,8539.3534390928,244.950233333334,80230.0066300515,1.99995,0.0,0.0,2021-04-21 11:59:59
INS-W_1044,2021-04-21,evening,12.0,25128.771803237,169.012983333333,68430.3737770902,78.9980833333333,0.0,0.0,2021-04-21 17:59:59
INS-W_1044,2021-04-21,morning,1.0,0.0,348.990616666667,658.630794692609,0.0,0.0,0.0,2021-04-21 05:59:59
INS-W_1044,2021-04-21,night,1.0,0.0,353.833283333334,544.364670281656,0.0,0.0,0.0,2021-04-21 23:59:59
INS-W_1044,2021-04-22,afternoon,5.0,2869.76417842071,110.785166666667,28801.9529284617,0.0,0.0,0.0,2021-04-22 11:59:59
INS-W_1044,2021-04-22,evening,5.0,1316.55658087605,9.99796666666667,17047.4509634133,0.0,0.0,0.0,2021-04-22 17:59:59
INS-W_1044,2021-04-22,morning,1.0,1.89093590568677e-09,335.370550000001,1584.03165188945,0.0,0.0,0.0,2021-04-22 05:59:59
INS-W_1044,2021-04-22,night,1.0,0.0,102.97265,467.459033662689,0.0,0.0,0.0,2021-04-22 23:59:59
INS-W_1044,2021-04-23,afternoon,6.0,2410.33425984329,55.98725,22114.4989096346,0.0,0.0,0.0,2021-04-23 11:59:59
INS-W_1044,2021-04-23,evening,5.0,1725.37247540925,18.9767333333333,19024.0322337186,0.0,0.0,0.0,2021-04-23 17:59:59
INS-W_1044,2021-04-23,morning,1.0,0.0,0.0,536.99148074483,0.0,0.0,0.0,2021-04-23 05:59:59
INS-W_1044,2021-04-23,night,1.0,0.0,0.0,539.941154311155,0.0,0.0,0.0,2021-04-23 23:59:59
INS-W_1044,2021-04-24,afternoon,11.0,6501.51980111209,66.9826333333333,44843.0488309702,0.0,0.0,0.0,2021-04-24 11:59:59
INS-W_1044,2021-04-24,evening,1.0,1.89093629892403e-09,334.94165,3327.45136466936,0.0,0.0,0.0,2021-04-24 17:59:59
INS-W_1044,2021-04-24,morning,5.0,1689.03261488051,22.9173666666667,8169.78621926445,0.0,0.0,0.0,2021-04-24 05:59:59
INS-W_1044,2021-04-24,night,1.0,0.0,0.0,1460.53863941023,0.0,0.0,0.0,2021-04-24 23:59:59
INS-W_1044,2021-04-25,afternoon,5.0,2584.32196715092,87.9839166666667,19279.0160351457,0.0,0.0,0.0,2021-04-25 11:59:59
INS-W_1044,2021-04-25,evening,3.0,2359.41563718657,276.8367,6301.8037007066,0.0,0.0,0.0,2021-04-25 17:59:59
INS-W_1044,2021-04-25,morning,1.0,0.0,217.051183333334,2041.98068744987,0.0,0.0,0.0,2021-04-25 05:59:59
INS-W_1044,2021-04-25,night,1.0,0.0,297.707066666667,8036.4108241551,0.0,0.0,0.0,2021-04-25 23:59:59
INS-W_1044,2021-04-26,afternoon,11.0,3383.92821639176,291.316683333334,34678.9049147722,0.0,0.0,0.0,2021-04-26 11:59:59
INS-W_1044,2021-04-26,evening,9.0,6404.46770609037,35.9994,33373.0274655621,0.0,0.0,0.0,2021-04-26 17:59:59
INS-W_1044,2021-04-26,morning,1.0,0.0,357.967600000001,258.182863786121,0.0,0.0,0.0,2021-04-26 05:59:59
INS-W_1044,2021-04-26,night,1.0,7.07323088988687e-10,351.961416666667,705.933965946895,0.0,0.0,0.0,2021-04-26 23:59:59
INS-W_1044,2021-04-27,afternoon,4.0,2581.07990508062,236.958583333334,13617.8820352733,0.0,0.0,0.0,2021-04-27 11:59:59
INS-W_1044,2021-04-27,evening,1.0,1.4146461779773701e-09,358.968500000001,168.369675484088,0.0,0.0,0.0,2021-04-27 17:59:59
INS-W_1044,2021-04-27,morning,4.0,770.161713450521,317.985600000001,13743.6592952394,0.0,0.0,0.0,2021-04-27 05:59:59
INS-W_1044,2021-04-27,night,1.0,0.0,269.648800000001,10021.5034972654,0.0,0.0,0.0,2021-04-27 23:59:59
INS-W_1044,2021-04-28,afternoon,12.0,4392.57597379868,258.339583333334,76561.8219059895,0.0,0.0,0.0,2021-04-28 11:59:59
INS-W_1044,2021-04-28,evening,8.0,1714.74481259501,302.629350000001,19750.427176107,0.0,0.0,0.0,2021-04-28 17:59:59
INS-W_1044,2021-04-28,morning,1.0,7.07323088988687e-10,358.97475,86.9801978299069,0.0,0.0,0.0,2021-04-28 05:59:59
INS-W_1044,2021-04-28,night,1.0,0.0,359.979316666667,11.9504187721742,0.0,0.0,0.0,2021-04-28 23:59:59
INS-W_1044,2021-04-29,afternoon,3.0,1762.71758593254,266.981833333334,8538.6959146101,0.0,0.0,0.0,2021-04-29 11:59:59
